"EUPH code",Name,English,Definition,Parent
212,Egypt,Egypt,"The Arab Republic of Egypt (ISO 3166 alpha-3 country code EGY)",129
213,"El Salvador","El Salvador","The Republic of El Salvador (ISO 3166 alpha-3 country code SLV)",129
214,"Equatorial Guinea","Equatorial Guinea","The Republic of Equatorial Guinea (ISO 3166 alpha-3 country code GNQ)",129
215,Eritrea,Eritrea,"The State of Eritrea (ISO 3166 alpha-3 country code ERI)",129
216,Estonia,Estonia,"The Republic of Estonia (ISO 3166 alpha-3 country code EST)",129
217,Eswatini,Eswatini,"The Kingdom of Eswatini (ISO 3166 alpha-3 country code SWZ)",129
218,Ethiopia,Ethiopia,"The Federal Democratic Republic of Ethiopia (ISO 3166 alpha-3 country code ETH)",129
219,"European OTC derivatives","European OTC derivatives","The European OTC derivatives. It has no ISO 3166 alpha-3 country code, but The exceptionally reserved ISO 3166 alpha-3 country code EZ at The request of ISO 6166/RA, Securities - International securities identification numbering system (ISIN). ",129
220,"Statistic Austria","Statistics Austria","Statistics Austria, known locally as Statistik Austria, is the official name of Austria's Federal Statistical Office (German: Bundesanstalt Statistik Österreich), the country's agency for collecting and publishing official statistics related to Austria.",3352
221,"Falkland Islands (the) [Malvinas]","Falkland Islands","The Falkland Islands [Malvinas] (ISO 3166 alpha-3 country code FLK)",129
222,"Faroe Islands (the)","Faroe Islands","The Faroe Islands (ISO 3166 alpha-3 country code FRO)",129
223,Fiji,Fiji,"The Republic of Fiji (ISO 3166 alpha-3 country code FJI)",129
224,Finland,Finland,"The Republic of Finland (ISO 3166 alpha-3 country code FIN)",129
225,France,France,"The French Republic (ISO 3166 alpha-3 country code FRA)",129
226,"France, Metropolitan","Metropolitan France","The former Metropolitan France (Exceptionally reserved ISO 3166 alpha-3 country code FXX), which is now incorporated into The entry for France (ISO 3166 alpha-3 country code FRA).",129
227,"French Afars and Issas","French Afars and Issas","The former country French Afars and Issas (ISO 3166 alpha-3 country code AFI), which changed its name to Djibouti (ISO 3166 alpha-3 country code DJI)",129
228,"French Guiana","French Guiana","The country French Guiana (ISO 3166 alpha-3 country code GUF)",129
229,"French Polynesia","French Polynesia","The country French Polynesia (ISO 3166 alpha-3 country code PYF)",129
230,"French Southern and Antarctic Territories","French Southern and Antarctic Territories","The former French SouThern and Antarctic Territories (ISO 3166 alpha-3 country code ATF), which are now part of Antarctica (ISO 3166 alpha-3 country code ATA) and French SouThern Territories (ISO 3166 alpha-3 country code ATF).",129
231,"French Southern Territories (the)","French Southern Territories","The French SouThern Territories (ISO 3166 alpha-3 country code ATF)",129
232,Gabon,Gabon,"The Gabonese Republic (ISO 3166 alpha-3 country code GAB)",129
233,"Gambia (the)",Gambia,"The Republic of The Gambia (ISO 3166 alpha-3 country code GMB)",129
234,Georgia,Georgia,"The country Georgia (ISO 3166 alpha-3 country code GEO)",129
235,"German Democratic Republic","German Democratic Republic","The former German Democratic Republic (ISO 3166 alpha-3 country code DDR), now part of code entry for Germany (ISO 3166 alpha-3 country code DEU).",129
236,Germany,Germany,"The Federal Republic of Germany (ISO 3166 alpha-3 country code DEU)",129
237,Ghana,Ghana,"The Republic of Ghana (ISO 3166 alpha-3 country code GHA)",129
238,Gibraltar,Gibraltar,"The country Gibraltar (ISO 3166 alpha-3 country code GIB)",129
239,"Gilbert and Ellice Islands","Gilbert and Ellice Islands","The former Gilbert and Ellice Islands (ISO 3166 alpha-3 country code GEL), which were divided into Gilbert Islands (Kiribati, ISO 3166 alpha-3 country code KIR), and Ellice Islands (Tuvalu, ISO 3166 alpha-3 country code TUV).",129
240,Greece,Greece,"The Hellenic Republic (ISO 3166 alpha-3 country code GRC)",129
241,Greenland,Greenland,"The country Greenland (ISO 3166 alpha-3 country code GRL)",129
242,Grenada,Grenada,"The country Grenada (ISO 3166 alpha-3 country code GRD)",129
243,Guadeloupe,Guadeloupe,"The country Guadeloupe (ISO 3166 alpha-3 country code GLP)",129
244,Guam,Guam,"The country Guam (ISO 3166 alpha-3 country code GUM)",129
245,Guatemala,Guatemala,"The Republic of Guatemala (ISO 3166 alpha-3 country code GTM)",129
246,Guernsey,Guernsey,"The country Guernsey (ISO 3166 alpha-3 country code GGY)",129
247,Guinea,Guinea,"The Republic of Guinea (ISO 3166 alpha-3 country code GIN)",129
248,Guinea-Bissau,Guinea-Bissau,"The Republic of Guinea-Bissau (ISO 3166 alpha-3 country code GNB)",129
249,Guyana,Guyana,"The Co-operative Republic of Guyana (ISO 3166 alpha-3 country code GUY)",129
250,Haiti,Haiti,"The Republic of Haiti (ISO 3166 alpha-3 country code HTI)",129
251,"Heard Island and McDonald Islands","Heard Island and McDonald Islands","The Heard Island and McDonald Islands (ISO 3166 alpha-3 country code HMD)",129
252,"Holy See (the)","Holy See","The Holy See (ISO 3166 alpha-3 country code VAT)",129
253,Honduras,Honduras,"The Republic of Honduras (ISO 3166 alpha-3 country code HND)",129
254,"Hong Kong","Hong Kong","The Hong Kong Special Administrative Region of China (ISO 3166 alpha-3 country code HKG)",129
255,Hungary,Hungary,"The country Hungary (ISO 3166 alpha-3 country code HUN)",129
256,Iceland,Iceland,"The Republic of Iceland (ISO 3166 alpha-3 country code ISL)",129
257,India,India,"The Republic of India (ISO 3166 alpha-3 country code IND)",129
258,Indonesia,Indonesia,"The Republic of Indonesia (ISO 3166 alpha-3 country code IDN)",129
259,"Iran (Islamic Republic of)",Iran,"The Islamic Republic of Iran (ISO 3166 alpha-3 country code IRN)",129
260,Iraq,Iraq,"The Republic of Iraq (ISO 3166 alpha-3 country code IRQ)",129
261,Ireland,Ireland,"The country Ireland (ISO 3166 alpha-3 country code IRL)",129
262,"Island of Sark","Island of Sark","The Island of Sark (Exceptionally reserved ISO 3166 alpha-3 country code CRQ), reserved at The request of The United Kingdom.",129
263,"Isle of Man","Isle of Man","The Isle of Man (ISO 3166 alpha-3 country code IMN)",129
264,Israel,Israel,"The State of Israel (ISO 3166 alpha-3 country code ISR)",129
265,Italy,Italy,"The Republic of Italy (ISO 3166 alpha-3 country code ITA)",129
266,Jamaica,Jamaica,"The country Jamaica (ISO 3166 alpha-3 country code JAM)",129
267,Japan,Japan,"The country Japan (ISO 3166 alpha-3 country code JPN)",129
268,Jersey,Jersey,"The country Jersey (ISO 3166 alpha-3 country code JEY)",129
269,"Johnston Island","Johnston Island","The former Johnston Island (ISO 3166 alpha-3 country code JTN), which is now is now incorporated in The entry for US Minor Outlying Islands (ISO 3166 alpha-3 country code UMI).",129
270,Jordan,Jordan,"The Hashemite Kingdom of Jordan (ISO 3166 alpha-3 country code JOR)",129
271,Kazakhstan,Kazakhstan,"The Republic of Kazakhstan (ISO 3166 alpha-3 country code KAZ)",129
272,Kenya,Kenya,"The Republic of Kenya (ISO 3166 alpha-3 country code KEN)",129
273,Kiribati,Kiribati,"The Republic of Kiribati (ISO 3166 alpha-3 country code KIR)",129
274,"Korea (the Democratic People's Republic of)","North Korea","The Democratic People's Republic of Korea (ISO 3166 alpha-3 country code PRK)",129
275,"Korea (the Republic of)","South Korea ","The Republic of Korea (ISO 3166 alpha-3 country code KOR)",129
276,Kuwait,Kuwait,"The State of Kuwait (ISO 3166 alpha-3 country code KWT)",129
277,Kyrgyzstan,Kyrgyzstan,"The Kyrgyz Republic (ISO 3166 alpha-3 country code KGZ)",129
278,"Lao People's Democratic Republic (the)",Laos,"The Lao People's Democratic Republic (ISO 3166 alpha-3 country code LAO)",129
279,Latvia,Latvia,"The Republic of Latvia (ISO 3166 alpha-3 country code LVA)",129
280,Lebanon,Lebanon,"The Lebanese Republic (ISO 3166 alpha-3 country code LBN)",129
281,Lesotho,Lesotho,"The Kingdom of Lesotho (ISO 3166 alpha-3 country code LSO)",129
282,Liberia,Liberia,"The Republic of Liberia (ISO 3166 alpha-3 country code LBR)",129
283,Libya,Libya,"The State of Libya (ISO 3166 alpha-3 country code LBY)",129
284,Liechtenstein,Liechtenstein,"The Principality of Liechtenstein (ISO 3166 alpha-3 country code LIE)",129
285,Lithuania,Lithuania,"The Republic of Lithuania (ISO 3166 alpha-3 country code LTU)",129
286,Luxembourg,Luxembourg,"The Grand Duchy of Luxembourg (ISO 3166 alpha-3 country code LUX)",129
287,Macao,Macao,"Macao Special Administrative Region of China (ISO 3166 alpha-3 country code MAC)",129
288,Madagascar,Madagascar,"The Republic of Madagascar (ISO 3166 alpha-3 country code MDG)",129
289,Malawi,Malawi,"The Republic of Malawi (ISO 3166 alpha-3 country code MWI)",129
290,Malaysia,Malaysia,"The country Malaysia (ISO 3166 alpha-3 country code MYS)",129
291,Maldives,Maldives,"The Republic of Maldives (ISO 3166 alpha-3 country code MDV)",129
292,Mali,Mali,"The Republic of Mali (ISO 3166 alpha-3 country code MLI)",129
293,Malta,Malta,"The Republic of Malta (ISO 3166 alpha-3 country code MLT)",129
294,"Marshall Islands (the)","Marshall Islands","The Republic of The Marshall Islands (ISO 3166 alpha-3 country code MHL)",129
295,Martinique,Martinique,"The country Martinique (ISO 3166 alpha-3 country code MTQ)",129
296,Mauritania,Mauritania,"The Islamic Republic of Mauritania (ISO 3166 alpha-3 country code MRT)",129
297,Mauritius,Mauritius,"The Republic of Mauritius (ISO 3166 alpha-3 country code MUS)",129
298,Mexico,Mexico,"The United Mexican States (ISO 3166 alpha-3 country code MEX)",129
299,"Micronesia (Federated States of)","Federated States of Micronesia","The Federated States of Micronesia (ISO 3166 alpha-3 country code FSM)",129
300,"Midway Islands","Midway Islands","The former country Midway Islands (ISO 3166 alpha-3 country code MID), which are now incorporated in The entry for US Minor Outlying Islands (ISO 3166 alpha-3 country code UMI).",129
301,"Moldova (the Republic of)",Moldova,"The Republic of Moldova (ISO 3166 alpha-3 country code MDA)",129
302,Monaco,Monaco,"The Principality of Monaco (ISO 3166 alpha-3 country code MCO)",129
303,Mongolia,Mongolia,"The country Mongolia (ISO 3166 alpha-3 country code MNG)",129
304,Montenegro,Montenegro,"The country Montenegro (ISO 3166 alpha-3 country code MNE)",129
305,Montserrat,Montserrat,"The country Montserrat (ISO 3166 alpha-3 country code MSR)",129
306,Marocco,Morocco,"The Kingdom of Morocco (ISO 3166 alpha-3 country code MAR)",129
307,Mozambique,Mozambique,"The Republic of Mozambique (ISO 3166 alpha-3 country code MOZ)",129
308,Namibia,Namibia,"The Republic of Namibia (ISO 3166 alpha-3 country code NAM)",129
309,Nauru,Nauru,"The Republic of Nauru (ISO 3166 alpha-3 country code NRU)",129
310,Nepal,Nepal,"The country Nepal (ISO 3166 alpha-3 country code NPL)",129
311,"Netherlands (the)",Netherlands,"The Kingdom of The NeTherlands (ISO 3166 alpha-3 country code NLD)",129
312,"Netherlands Antilles","Netherlands Antilles","The former NeTherlands Antilles (ISO 3166 alpha-3 country code ANT), which were divided into Bonaire, Saint Eustatius and Saba (ISO 3166 alpha-3 country code BES), Curaçao (ISO 3166 alpha-3 country code CUW) and Sint Maarten (Dutch part) (ISO 3166 alpha-3 country code SXM).",129
313,"Neutral Zone","Neutral Zone","The Neutral Zone (ISO 3166 alpha-3 country code NTZ), which was divided and is now part of Iraq (ISO 3166 alpha-3 country code IRQ) of Saudi Arabia (ISO 3166 alpha-3 country code SAU). ",129
314,"New Caledonia","New Caledonia","The country New Caledonia (ISO 3166 alpha-3 country code NCL)",129
315,"New Hebrides","New Hebrides","The former country New Hebrides (ISO 3166 alpha-3 country code NHB), which changed its name to Vanuatu (ISO 3166 alpha-3 country code VUT).
",129
316,"New Zealand","New Zealand","The country New Zealand (ISO 3166 alpha-3 country code NZL)",129
317,Nicaragua,Nicaragua,"The Republic of Nicaragua (ISO 3166 alpha-3 country code NIC)",129
318,"Niger (the)",Niger,"The Republic of The Niger (ISO 3166 alpha-3 country code NER)",129
319,Nigeria,Nigeria,"The Federal Republic of Nigeria (ISO 3166 alpha-3 country code NGA)",129
320,Niue,Niue,"The country Niue (ISO 3166 alpha-3 country code NIU)",129
321,"Norfolk Island","Norfolk Island","The Norfolk Island (ISO 3166 alpha-3 country code NFK)",129
322,"North Macedonia","North Macedonia","The Republic of North Macedonia (ISO 3166 alpha-3 country code MKD)",129
323,"Northern Mariana Islands (the)","Northern Mariana Islands","The Commonwealth of The NorThern Mariana Islands (ISO 3166 alpha-3 country code MNP)",129
